Rank,Name,TokenType,Volume,24h%,7d%,Floor Price,Owners,Items
1980,Maxwells,ETH,284.14,null,-100.00%,---,242,512
1981,VidTags,ETH,283.86,null,null,---,122,750
1982,Mojimonsters,ETH,282.98,-100.00%,null,< 0.01,2.0K,10.0K
1983,Galaxiss by Xenoliss,ETH,282.71,-100.00%,null,0.2,404,600
1984,Flokitars,ETH,282.58,-78.78%,-12.46%,0.04,2.3K,10.0K
1985,AAC - Asian Alpha Club,ETH,282.53,null,null,1.1,553,600
1986,Salvador Borpi,ETH,282.07,-100.00%,21.77%,---,979,1.7K
1987,RTFKT - Mintdisc 1,ETH,282.03,-100.00%,465.52%,0.5,594,751
1988,Decentraland Wearables (Polygon),ETH,281.95,-57.00%,156.54%,< 0.01,167.8K,691.7K
1989,Celestials ETH,ETH,281.24,-51.89%,-68.35%,0.03,1.8K,4.0K
1990,NFT Academy,ETH,281.04,null,-30.11%,0.93,531,1
1991,6529 Gradient,ETH,280.94,null,null,10.65,48,101
1992,WGMI Studios,ETH,280.56,-41.40%,-57.07%,0.03,8.0K,10.1K
1993,The Metascapes,ETH,280.14,296.97%,-85.22%,0.1,1.4K,2.6K
1994,Founder Bricks,ETH,279.92,6.74%,-53.85%,0.22,1.5K,3.0K
1995,The KittyButts,ETH,279.86,-52.63%,-2.44%,< 0.01,2.7K,10.0K
1996,Non Fungible Tools Founding Membership,ETH,279.71,null,-100.00%,2.94,87,100
1997,Superfuzz The Bad Batch,ETH,279.44,null,-100.00%,0.05,468,777
1998,Night Owls Official,ETH,278.81,-19.14%,15.24%,0.07,1.0K,2.4K
1999,OG Grandpa Apes,ETH,278.51,-19.32%,21.32%,0.04,2.0K,5.0K
2000,tiny_magic_moments_recalled,ETH,278.5,null,null,---,16,20
2001,Fortune Teller Collection,ETH,277.69,-100.00%,263.30%,0.99,370,2.2K
2002,Hewer Clan,ETH,277.49,-92.61%,170.27%,< 0.01,2.8K,10.0K
2003,Rickstro Frens,ETH,277.42,-100.00%,-43.71%,0.01,2.5K,9.2K
2004,cryptopainter,ETH,277.36,-100.00%,-98.00%,2.69,80,34
2005,Boss Logic,ETH,277.19,null,-100.00%,---,257,1.9K
2006,Baby Ape Club Official,ETH,277.05,698.57%,-9.25%,< 0.01,3.2K,5.0K
2007,AKC Pets,ETH,276.19,180.70%,186.44%,< 0.01,4.2K,12.0K
2008,Cryptovoxel Wearables,ETH,276.09,533.07%,464.09%,< 0.01,3.0K,3.3K
2009,Monas,ETH,275.62,null,-83.85%,0.02,2.0K,5.0K
2010,Bored Apes Comic PRE SALE (OFFICIAL SEASON PASS),ETH,274.48,-51.05%,null,---,312,1
2011,HDPunks,ETH,273.97,20.00%,-59.07%,0.02,1.2K,10.0K
2012,Dutch Tulip Field,ETH,273.87,null,null,---,44,50
2013,Nonconformist Ducks,ETH,273.85,18.47%,-41.29%,0.05,2.0K,10.0K
2014,No Ape In The Wild,ETH,273.63,null,null,1.47,97,3
2015,DecentralEyesMashup by Coldie,ETH,273.62,-100.00%,135.58%,---,423,623
2016,PolyFarm Official,ETH,273.09,449.17%,-8.46%,0.05,1.4K,10.0K
2017,SVCC Golden Gamblers,ETH,272.98,null,18.76%,1.9,624,1.1K
2018,The Sad Cats,ETH,272.8,10.42%,77.89%,0.04,2.3K,7.0K
2019,Endless Bodegon,ETH,272.6,-100.00%,-86.70%,---,174,78
2020,FullBodyApeClub,ETH,272.51,45.21%,82.65%,0.08,557,1.1K
2021,The F8 Club - NFT,ETH,272.35,107.41%,-25.34%,0.14,886,3.9K
2022,Fan Controlled Football: The Ballerz Collective - Apes,ETH,272.25,-32.48%,139.73%,0.07,1.7K,7.5K
2023,Emoji Keys,ETH,272.2,null,null,---,1.4K,10.0K
2024,TRI3ES,ETH,272.18,-100.00%,-88.52%,0.08,157,219
2025,Crypto Cannabis Club NFTokins,ETH,272,-6.12%,-5.90%,0.04,3.7K,13.0K
2026,Raccoon Secret Society,ETH,271.9,null,-22.70%,< 0.01,3.1K,10.0K
2027,Sentience by pxlq,ETH,271.1,null,null,1.2,84,144
2028,Doge Army by ShibaDoge,ETH,270.88,-10.90%,4.69%,0.2,2.0K,10.0K
2029,GlizzyGang V2,ETH,270.85,-53.43%,9.19%,0.02,2.0K,5.5K
2030,omnomnom,ETH,270.83,null,null,---,1,14
2031,ELVEN,ETH,270.25,190.00%,-86.08%,< 0.01,2.0K,6.0K
2032,sgt_slaughtermelon,ETH,270.06,null,null,---,25,47
2033,Moody Ape Club (Official),ETH,270,-100.00%,-69.07%,0.02,2.2K,3.8K
2034,Reactor Motors,ETH,269.39,42.54%,-40.24%,0.03,4.7K,8.9K
2035,Chad Ape Gym Club,ETH,269.12,78.00%,-58.72%,< 0.01,1.9K,7.0K
2036,ROYALE RARITIES,ETH,268.81,null,null,---,41,76
2037,Animal Society,ETH,268.21,null,100.61%,0.01,3.5K,7.8K
2038,spectral beings (official),ETH,268.16,-100.00%,500.00%,0.19,380,888
2039,Nifty League Launch Comics,ETH,267.6,46.89%,19.53%,0.01,3.3K,6
2040,urn: genesis collection,ETH,267.39,-89.17%,72.92%,---,1.5K,2
2041,Into the Cryptoverse NFTs,ETH,267.37,-100.00%,87.69%,---,668,10
2042,DystoPunks V1,ETH,267.21,null,null,1.5,72,100
2043,Betty Pop Horror by Deadfellaz,ETH,266.72,-40.64%,91.31%,---,150,225
2044,THEPOPULARS,ETH,266.58,-30.30%,-29.81%,0.03,1.9K,3.3K
2045,Animoca Brands Launchpad,ETH,266.54,-100.00%,109.34%,---,783,8
2046,Tunes Project,ETH,266.22,-100.00%,null,---,2.2K,5.0K
2047,The Crypt (Army of the Dead),ETH,266.06,null,-100.00%,---,97,99
2048,Money Stack,ETH,265.6,null,-100.00%,---,97,150
2049,Qubits On The Ice,ETH,265.54,2344.44%,67.41%,< 0.01,2.4K,10.0K
2050,Immortal Monks,ETH,265.13,-100.00%,7.28%,0.2,831,2.5K
2051,Untitled Collection #180034364,ETH,265.12,-100.00%,106.77%,---,1,30
2052,Incomplete Control by Tyler Hobbs,ETH,265,null,-100.00%,85,63,100
2053,Wrapped Pixereum,ETH,264.16,null,186.32%,0.06,996,2.9K
2054,Machinie to Migrate,ETH,264.15,null,null,---,110,891
2055,Gaia Kronos,KLAY,"694,187",20.93%,-11.19%,2150,768,2.2K
2056,WALTZ,ETH,263.95,-97.09%,353.28%,< 0.01,3.7K,10.0K
2057,Mendel Genesis Odyssey,ETH,263.47,113.16%,-15.84%,0.41,444,770
2058,N3D Deprecated,ETH,263.32,null,null,< 0.01,2.4K,7.8K
2059,Re-Genz,ETH,263.19,28.12%,-63.63%,0.15,1.1K,2.5K
2060,onigiriman's cute girl Collection,ETH,263.07,-100.00%,163.24%,---,234,247
2061,Crypto Gem Alliance,ETH,263.06,null,null,< 0.01,1.6K,4.8K
2062,G-Bots by GAMEE,ETH,263,-80.25%,6.90%,0.03,1.5K,4.1K
2063,Loot (for Cyberpunks),ETH,262.97,null,-100.00%,---,1.2K,3.0K
2064,Atomverse Genesis,ETH,262.54,-15.02%,-4.95%,0.02,2.3K,4.4K
2065,Super Nfty Floating Heads,ETH,262.4,-100.00%,null,0.97,165,264
2066,Jonathan Nash (Offshoot3D),ETH,262.31,null,null,---,81,4
2067,Imagined Color,ETH,262.08,null,null,0.5,62,99
2068,Power Musix Seeds,ETH,262.04,null,311.33%,0.38,320,540
2069,Scenery around me,ETH,261.94,null,null,---,5,7
2070,Evaverse Hoverboards,ETH,261.81,-40.44%,64.74%,0.1,3.2K,10.0K
2071,Ape Gang,ETH,261.64,245.73%,9.43%,0.18,2.5K,7.8K
2072,Angels of Aether,ETH,261.32,null,-7.31%,0.03,1.6K,5.1K
2073,Cyber Cities by pxlq,ETH,260.95,null,-100.00%,0.88,118,256
2074,Chads.Limited,ETH,260.74,null,null,---,595,17
2075,TurkeysMegaverse,ETH,260.34,-46.38%,-9.50%,0.02,3.2K,7.8K
2076,Cat and Mouse Game - Gen1,ETH,259.92,-100.00%,1.00%,---,388,8.4K
2077,Freaks N' Guilds - OnChain,ETH,259.43,-72.52%,null,0.06,2.0K,10.0K
2078,HashDemons,ETH,259.2,-100.00%,null,---,1.6K,6.7K
2079,The SneakerHeadz Society,ETH,258.82,414.37%,-53.59%,0.04,1.2K,4.4K
2080,WARHODL Artist Proofs,ETH,258.73,-100.00%,143.51%,---,519,71
2081,Mighty Manateez,ETH,258.68,128.07%,38.91%,< 0.01,2.5K,10.0K
2082,CyberTHUG Genesis Club,KLAY,"678,444.30",20.20%,-28.55%,195,1.1K,10.0K
2083,CryptoCraft Genesis,ETH,257.85,-44.11%,null,0.06,1.6K,3.9K
2084,512Print.sol - solSeedlings,ETH,257.7,-100.00%,66.67%,---,298,512
2085,WhIsBe,ETH,257.51,null,-61.54%,---,335,6.9K
2086,BLOCKS by harvmcm,ETH,257.06,-80.88%,-26.99%,0.37,688,1.0K
2087,Bushido Apes,ETH,256.52,null,-100.00%,0.04,370,230
2088,The BapesClan Genesis I,ETH,256.21,-2.78%,-15.36%,0.23,1.4K,2.3K
2089,Alpha Access,ETH,255.99,-58.55%,255.16%,0.05,931,2
2090,0xApes Genesis,ETH,255.77,null,-24.46%,0.18,102,2.3K
2091,THE 108 CIRCLE,ETH,255.74,-36.57%,-13.85%,---,514,3
2092,Superlative Mutated Apes,ETH,255.7,114.37%,-38.64%,0.03,2.5K,6.8K
2093,Stipple Sunsets by Jake Rockland,ETH,255.69,null,null,0.7,243,360
2094,Cryptorastas Collection,ETH,255.69,124.35%,63.59%,0.04,3.6K,10.4K
2095,Art For N,ETH,255.5,-100.00%,null,< 0.01,2.2K,6.1K
2096,Board Ape Collective,ETH,255.21,-77.14%,-50.90%,0.15,662,2.0K
2097,Cat Casino Investors Chip,ETH,254.73,null,null,---,17,1
2098,Blob Mob,ETH,253.73,-100.00%,null,---,510,940
2099,3D Bored Ape Club,ETH,253.59,null,-67.03%,0.15,287,500
2100,Wasted Whales: Pregame,ETH,253.32,10.49%,-55.87%,0.79,108,800
2101,The Shark Cove,ETH,253.26,423.26%,-63.13%,0.05,910,2.9K
2102,Swipa The Fox,ETH,253.09,null,-73.44%,---,5,6
2103,Crypto Raiders Mounts,ETH,253.03,null,-43.45%,0.14,544,3.7K
2104,Pootopia,ETH,252.77,null,-100.00%,< 0.01,1.7K,5.6K
2105,Artificial Intelligence Art V2,ETH,252.29,-100.00%,null,0.05,456,1.0K
2106,Pluto Alliance V2,ETH,252.11,42.95%,-1.42%,0.04,4.0K,10.0K
2107,THE CYBER LEGENDS COLLECTION,ETH,251.84,-100.00%,345.29%,< 0.01,962,3.4K
2108,Kami Genesis,ETH,251.81,-75.14%,-63.90%,0.01,1.4K,2.9K
2109,Cyber Galz - Galz VM_ETH,ETH,251.78,-100.00%,126.59%,0.09,489,1.8K
2110,Froggies Beginnings,ETH,250.86,null,145.00%,< 0.01,1.6K,4.1K
2111,UnBearable Bears,ETH,250.82,60.66%,157.85%,0.18,672,1.2K
2112,Antennas by gcrll,ETH,250.69,null,-100.00%,0.19,149,250
2113,lootprints (for MoonCats),ETH,250.32,null,16.14%,0.05,2.3K,11.7K
2114,Super Fat Academy - Fraternity Alpha,ETH,250.21,95.24%,-26.82%,0.14,1.3K,2.7K
2115,Awesome Apes NFT Official,ETH,250.2,-3.57%,-41.11%,0.03,2.1K,4.4K
2116,Chibi Galaxy,ETH,250.12,179.47%,23.91%,0.11,1.7K,3.5K
2117,ARTface,ETH,250.11,null,-56.40%,0.02,1.4K,13.0K
2118,Vikings & Villagers NFT,ETH,250.08,-25.00%,-67.89%,---,967,7.2K
2119,Frenetik Void,ETH,249.42,null,null,3.5,43,148
2120,The SolaVerse: SOLA-STARS,ETH,249.27,-100.00%,32.23%,0.35,869,2.0K
2121,PepemonWorld,ETH,248.69,null,null,0.02,2.0K,82
2122,Bufficorn Buidl Brigade,ETH,248.62,-90.19%,14.59%,0.05,4.1K,10.0K
2123,RSS3 Whitepaper,ETH,247.35,51.27%,50.56%,0.05,1.8K,2.0K
2124,Gutter Comics,ETH,247.26,-54.53%,-42.87%,0.06,2.1K,7.6K
2125,Primal Beast,ETH,247.13,28.04%,16.42%,0.17,613,1.0K
2126,HatchDracoNFT,ETH,247.11,-100.00%,265.62%,< 0.01,1.7K,8.1K
2127,think what you think,ETH,246.69,-100.00%,95.07%,---,32,51
2128,ALAP : THE LOST PIONEERS,KLAY,"647,882.10",null,-3.27%,900,613,1.3K
2129,mecha suits by hideo,ETH,246,null,-100.00%,0.35,168,256
2130,Floor App Gen 1,ETH,245.73,null,-30.57%,1.25,339,1
2131,x0r,ETH,245.27,-39.85%,-17.55%,0.07,911,3.2K
2132,Fu Xi,ETH,244.92,null,null,---,1.9K,8.9K
2133,astroGems,ETH,244.74,null,-100.00%,---,476,1.1K
2134,Digi Dragonz,ETH,244.08,-7.62%,11.23%,0.07,723,1.5K
2135,Cranky Critters NFT,ETH,243.95,-44.44%,-56.55%,0.01,2.0K,5.9K
2136,isotile Genesis Avatars,ETH,243.75,-63.51%,-3.46%,0.04,1.4K,7.6K
2137,PunkBabies,ETH,243.36,-100.00%,null,0.01,988,3.9K
2138,Redemption Tokens for Brendan Murphy Physical Art,ETH,243.31,-90.50%,626.59%,0.08,1.0K,5
2139,IMMORTALZ - Ambary Orbs,ETH,243.3,null,null,---,2.2K,4.5K
2140,Khabib Nurmagomedov NFT Platinum Cards,ETH,243.17,null,null,---,13,21
2141,The Divine NFT,ETH,242.36,-40.38%,-75.96%,0.03,1.9K,4.5K
2142,Soleus NFT Access Token,ETH,242.27,null,null,---,23,2
2143,Exponentials,ETH,242.25,-100.00%,null,0.02,470,820
2144,Untitled Collection #92407324,ETH,242.14,null,null,---,3,11
2145,Unisocks,ETH,241.92,-100.00%,null,---,3.0K,145
2146,Toucan Gang,ETH,241.91,95.65%,-69.54%,0.05,2.2K,7.8K
2147,Dreamers by Yugal,ETH,241.66,null,-100.00%,10,23,32
2148,Kong Club Official,ETH,241.5,8.07%,-27.35%,0.01,4.7K,7.8K
2149,Doodle Apes Society (D.A.S),ETH,240.98,47.45%,17.72%,< 0.01,1.2K,2.5K
2150,0xMAYC Official,ETH,240.59,-24.67%,-15.63%,0.02,3.0K,10.0K
2151,Game of Blocks Genesis Lands,ETH,240.39,76.85%,-79.45%,0.09,1.3K,2.7K
2152,Degen'$ Farm,ETH,239.87,null,null,0.03,191,961
2153,UnDeadz Official,ETH,239.86,-100.00%,null,---,536,1.0K
2154,Spectral Skellies,ETH,239.8,null,-73.42%,0.02,1.1K,3.3K
2155,Doki Doki Finance Polygon,ETH,239.53,1229.16%,-19.19%,< 0.01,3.8K,565
2156,Cool Monkes Boosters,ETH,239.36,-66.97%,-60.68%,0.01,347,10.0K
2157,Nifty Island: Legendary Pistols,ETH,239.2,-51.59%,193.97%,0.14,1.9K,3.6K
2158,Sadgirls Galaxy,ETH,239.16,null,null,0.07,226,257
2159,MundaneBunz,ETH,239.09,null,-6.25%,< 0.01,1.4K,4.9K
2160,Labyrometry by Eliya Stein,ETH,238.57,null,-100.00%,0.04,513,800
2161,PIXEL GROUND REVEAL,KLAY,"625,861.14",null,-51.25%,77,1.8K,9.4K
2162,Cool Cats Events,ETH,238.02,-67.18%,-22.11%,< 0.01,7.3K,17
2163,codedpunksociety,ETH,237.93,null,-100.00%,---,186,404
2164,Non-Fungible Aliens,ETH,237.73,980.00%,-26.55%,< 0.01,2.2K,4.1K
2165,ShogunSamurais,ETH,236.61,-100.00%,-69.97%,0.01,2.9K,7.5K
2166,Angry Polar Bears,KLAY,"621,008.18",41.83%,-16.43%,113,1.6K,9.0K
2167,3NTITY-8PIRIT Mint Pass,ETH,236.17,null,null,---,506,3
2168,Pablo Escobar Collection.,ETH,235.68,null,null,---,19,633
2169,Pulsar79,ETH,235.65,null,-100.00%,0.07,340,1.0K
2170,Cartlads,ETH,235.34,-100.00%,160.00%,0.08,486,1.0K
2171,SHIKI31,ETH,235.32,null,-100.00%,---,13,20
2172,Bored Gutter Apes Gen 2,ETH,235.22,null,-66.95%,---,159,200
2173,Khabib Nurmagomedov NFT Gold Cards,ETH,235.04,null,-100.00%,---,140,185
2174,Apes Stand Together,ETH,235,5.41%,20.58%,---,658,827
2175,BLU3PRINTS,ETH,234.63,null,-45.04%,0.05,1.2K,1.5K
2176,The Unstable Horses Yard,ETH,234.36,307.14%,-71.09%,0.01,3.1K,10.0K
2177,LoFiSkylines,ETH,234.25,null,0.05%,0.01,1.3K,3.3K
2178,Take Heart Collection,ETH,233.99,-100.00%,null,0.09,270,285
2179,GenHall,ETH,233.41,null,null,---,758,2.7K
2180,Bored Breakfast Club,ETH,233.13,-2.17%,-33.50%,0.07,2.6K,5.0K
2181,The Tokyo Ten,ETH,232.41,1.20%,-14.29%,< 0.01,3.6K,10.0K
2182,Neon Junkies,ETH,232.36,null,-58.01%,< 0.01,2.9K,9.1K
2183,earlyworm works,ETH,232.15,-100.00%,132.58%,0.15,271,143
2184,Presale - FW,ETH,232.01,-100.00%,null,0.02,427,4.2K
2185,Sleeper Hits Collection Volume 1 NFT Cribs,ETH,231.94,-100.00%,230.00%,< 0.01,1.9K,5.6K
2186,Chameleon Collective,ETH,231.06,-18.10%,-65.02%,0.03,2.9K,10.0K
2187,Pepe Universe Genesis,ETH,230.94,null,-73.50%,0.07,263,500
2188,The Walking Ape,ETH,230.9,null,-42.09%,< 0.01,580,969
2189,DEZUKI,ETH,230.84,191.04%,-54.47%,< 0.01,3.3K,8.9K
2190,btches,ETH,230.77,-69.35%,-89.91%,0.04,1.2K,3.0K
2191,1000 Days 1000 Faces,ETH,230.15,null,-100.00%,0.09,233,384
2192,OnlyPunks NFT,ETH,229.94,160.86%,-59.89%,0.03,1.0K,2.4K
2193,MUTANT PUNKS CITY,ETH,229.69,-88.88%,814.83%,0.02,1.7K,3.6K
2194,Noundles Game,ETH,229.5,189.00%,73.29%,< 0.01,2.6K,14.2K
2195,BlueWorld Metaverse,ETH,228.92,-37.56%,-68.12%,0.07,815,3.5K
2196,Noadz,ETH,228.82,34.50%,53.26%,0.35,225,398
2197,Burnt Banksy,ETH,228.69,null,null,---,1,1
2198,ETH-MEN RELOADED,ETH,228.51,-100.00%,null,---,571,61
2199,Toddlerpillars,ETH,228.25,-6.89%,137.94%,0.04,3.4K,10.0K
2200,EtherStates,ETH,228.17,null,null,---,60,81
2201,Bull Market Girlfriends - Editions & Collabs,ETH,228.07,-100.00%,11.00%,0.04,394,33
2202,Xoasis,ETH,228.01,-38.56%,-93.38%,0.09,703,2.9K
2203,TIMEPieces Slices of TIME (Artists),ETH,228,-25.17%,-52.44%,0.06,2.6K,4.9K
2204,Utopia by ge1doot,ETH,227.99,null,null,1.99,78,256
2205,JingleBe NFT COLLECTION,ETH,227.95,null,null,---,69,99
2206,Etholvants,ETH,227.86,725.71%,-17.76%,0.05,909,8.9K
2207,Slimesunday,ETH,227.51,null,null,0.35,181,1.3K
2208,ElysiumClubNFT,ETH,227.46,43.69%,67.41%,0.46,601,1.3K
2209,Deadfellaz Infected S1,ETH,227.43,276.67%,-3.14%,---,161,186
2210,SportsIcon Lion Club,ETH,227.4,50.86%,57.73%,0.02,3.1K,9.0K
2211,Memebank,ETH,227.04,null,-100.00%,---,5,6
2212,Panelscape ?…°?…± by Paolo Tonon,ETH,226.9,null,null,0.1,352,525
2213,The Holy Pets,ETH,226.77,-8.54%,-75.21%,0.04,2.6K,6.7K
2214,Project MIP Network,ETH,226.77,22.99%,-53.74%,0.05,5.1K,9.6K
2215,Croodles,ETH,226.74,-33.33%,6.78%,< 0.01,3.3K,8.9K
2216,WEEDGANG.GAME - PLOT,ETH,226.25,-34.94%,-73.81%,0.12,329,1
2217,ChinaChic NFT,ETH,226.09,744.49%,775.21%,0.41,1.5K,2.6K
2218,Kingdom NFT,ETH,225.76,null,-42.60%,---,269,2
2219,Mitzsuki,ETH,225.73,11.87%,17.25%,---,493,42
2220,BitColors,ETH,225.62,null,-93.20%,0.07,454,1.0K
2221,The Lucid Planet,ETH,225.28,81.90%,3087.50%,0.15,415,650
2222,BlueChips,ETH,224.97,null,-100.00%,0.35,87,100
2223,Crypteriors,ETH,224.95,-100.00%,null,0.05,817,3.3K
2224,EnsÅ by Matto,ETH,224.88,null,-5.00%,0.09,676,1.0K
2225,MONAI WORLD,ETH,224.72,null,null,---,222,499
2226,Umbrella Network,ETH,224.66,null,null,---,388,1
2227,Wicked Monsters,ETH,224.34,125.63%,10.80%,0.02,2.2K,4.4K
2228,Hammys,ETH,224.06,null,-100.00%,0.1,436,1.0K
2229,Mr. Bojangles - Sleepy Sloth,ETH,224.04,-100.00%,null,0.02,508,1.2K
2230,Squishy Apes by Degen Labs,ETH,223.72,null,-77.31%,< 0.01,1.3K,3.3K
2231,Fine Art Punks,ETH,223.52,null,null,---,326,916
2232,Abstract Energy,ETH,223.21,null,-100.00%,0.28,164,256
2233,Fast Food Baby Punks,ETH,222.98,null,null,---,460,987
2234,Yolo Dice,ETH,222.77,173.53%,280.00%,0.01,985,3.6K
2235,Unusual Whales,ETH,222.65,-20.28%,99.35%,< 0.01,3.3K,7.0K
2236,ATARI x ZED RUN Skin Collection,ETH,222.65,null,null,---,13,20
2237,Divine Dogs Genesis,ETH,222.6,null,-100.00%,---,338,555
2238,THE PATHFINDERS,ETH,222.03,31.19%,-28.81%,0.04,1.1K,2.5K
2239,ChainRings,ETH,221.78,null,-100.00%,---,508,1.0K
2240,Icy Founders Club,ETH,221.77,-5.40%,-23.37%,0.48,1.3K,1.3K
2241,[Legacy] DAVA Humanoids,ETH,220.99,null,-50.00%,< 0.01,1.5K,9.8K
2242,Maneki Gang,ETH,220.64,null,1.54%,< 0.01,2.2K,11.4K
2243,Mekas of Krupt - Genesis,ETH,220.59,32.31%,10.88%,0.12,639,888
2244,Bloodshed Bears Genesis MetaPass,ETH,220.35,-100.00%,-40.83%,0.17,102,1
2245,PegaxyPega,ETH,220.33,-24.12%,-41.49%,0.01,15.3K,422.5K
2246,NFT The Hustlers of Wall Street,ETH,220.07,2813.33%,-68.46%,< 0.01,2.1K,4.4K
2247,Pranksy Rocks,ETH,219.6,null,-100.00%,0.14,172,1
2248,Troll Game Official,ETH,219.51,-0.26%,-56.15%,< 0.01,993,25.0K
2249,The Nemesis Companions Factory,ETH,219.47,-77.27%,null,0.05,1,2
2250,WEEDGANG.GAME - STRAIN,ETH,219.32,-24.90%,-77.70%,0.08,480,6.0K
2251,The Medieval Pixels,ETH,219.21,null,-51.18%,< 0.01,1.5K,10.0K
2252,The Title by Pak,ETH,219.01,null,null,---,92,310
2253,Gen 3 by DCA,ETH,218.65,null,null,0.1,470,1.0K
2254,Jacked Ape Club | by JackedNFTs,ETH,218.65,-80.54%,39.05%,0.04,2.0K,3.2K
2255,Good Morning Cafe,ETH,218.4,-100.00%,-26.84%,2.3,257,333
2256,SUPERPLASTIC: OGs,ETH,217.99,-100.00%,585.00%,0.18,401,1.4K
2257,Petri by Fabin Rasheed,ETH,217.97,-100.00%,null,0.32,129,200
2258,Nemesis Grid,ETH,217.73,null,-100.00%,0.08,300,500
2259,Official DogeX,ETH,217.55,46.81%,1213.22%,0.02,2.5K,10.0K
2260,Ninjalerts Lifetime License,ETH,217.52,371.15%,4.77%,0.21,1.0K,1
2261,Coca-Cola,ETH,217.45,null,null,---,1,1
2262,Good Deeds With NFT's,ETH,217.31,null,-73.95%,0.05,351,1
2263,CryptoGodKing by Steve Pikelny,ETH,217.21,null,null,0.69,121,180
2264,with the light,ETH,216.76,null,-100.00%,---,64,99
2265,Parin Art,ETH,216.61,null,null,0.13,218,87
2266,Shiny Feathers,ETH,216.29,null,2.66%,0.09,733,1.0K
2267,Spaghettification by Owen Moore,ETH,216.06,null,null,0.05,627,1.0K
2268,TheUndeadPunks,ETH,215.95,null,-100.00%,0.02,481,999
2269,phireneDAO,ETH,215.69,-100.00%,null,< 0.01,711,1.1K
2270,Ancient Cats Club,ETH,215.69,-100.00%,-32.28%,< 0.01,1.7K,2.8K
2271,CarMan_Metaverse,ETH,215.43,16.01%,111.09%,0.2,579,1.3K
2272,Bubblegum Puppies,ETH,215.12,42.05%,-27.50%,0.03,2.9K,10.0K
2273,BABY X,ETH,214.92,0.39%,null,< 0.01,1.6K,3.3K
2274,KLAYRock,KLAY,"564,619.47",-100.00%,null,4999,118,181
2275,Thousand Ether Homepage,ETH,214.75,-34.62%,-47.13%,0.13,471,734
2276,Bezogis,ETH,214.3,7.14%,-88.35%,0.26,741,4.1K
2277,Leedo Project (Squid Game Card NFT),ETH,214.27,null,-68.75%,0.1,352,9.6K
2278,Raini: The Lords of Light,ETH,214.18,-98.46%,75.39%,< 0.01,888,49
2279,The NFT Guild,ETH,213.74,-100.00%,null,---,111,5
2280,NFTeams Mint Passes,ETH,213.42,null,4354.02%,0.05,336,433
2281,Crypto Geishas,ETH,213.23,null,-100.00%,---,345,100
2282,Blaschke Ballet by NumbersInMotion,ETH,213.23,-100.00%,414.71%,0.1,431,600
2283,Coins & Steel,ETH,213.22,null,null,---,164,2.6K
2284,Generation: Habibi,ETH,213.19,null,16.92%,0.42,642,904
2285,Bikes of Burden - Hans Kemp's cult collection of 130 motorized street beasts.,ETH,213.13,null,null,---,54,130
2286,DOODLE ROOMS,ETH,212.7,-74.51%,-49.03%,0.02,2.2K,10.0K
2287,StarChant,ETH,212.59,null,-47.45%,---,366,621
2288,Diamond Crypto Dunks,ETH,212.47,1092.77%,5.35%,0.13,1.6K,4.2K
2289,Cyber Snails Official,ETH,212.45,680.69%,10.73%,0.12,764,3.3K
2290,DIGITZ GENESIS COLLECTION,ETH,212.29,127.66%,197.69%,0.17,1.2K,2.2K
2291,SOLOS,ETH,211.99,-100.00%,-24.53%,0.08,960,2.7K
2292,NewKlayPUNKS,KLAY,"555,642.39",-100.00%,96.10%,25,261,3.1K
2293,Expandables Official,ETH,210.55,-17.51%,-93.20%,0.07,622,3.5K
2294,Cosmic Trippies,ETH,210.51,-85.47%,-37.41%,0.06,1.2K,7.8K
2295,CryptoAvatars,ETH,210.19,null,null,---,191,537
2296,LandVault: Genesis,ETH,210.09,-100.00%,-56.49%,0.54,208,1
2297,The Animal Kingdom Collection by AQOMI,ETH,209.99,-100.00%,-88.47%,0.07,361,78
2298,3DBears,ETH,209.7,-36.82%,21.55%,0.02,3.5K,10.0K
2299,[LEGACY EDITION] Whelps,ETH,209.49,null,null,< 0.01,2.0K,7.8K
2301,Preakness x Zed Run NFT Collection,ETH,209.31,null,null,1.5,21,34
2302,Moon Ape Lab Mint Pass,ETH,209.06,152.24%,213.39%,---,357,1.1K
2303,Rue Arcana,ETH,209.03,null,-73.38%,< 0.01,1.5K,5.6K
2304,Bored Punks of Society,ETH,208.69,-23.87%,-31.38%,0.02,3.2K,7.6K
2305,Fashionable Apes,ETH,208.52,-100.00%,null,0.19,229,4
2306,Honorary Fast Food Punks for the Ronald McDonald Foundation,ETH,208.35,null,null,---,20,26
2307,The World of Umans,ETH,208.24,-100.00%,93.01%,0.25,450,1.0K
2308,HYPERSLOTHS-RDY-LABS,ETH,208.22,-85.30%,-38.46%,0.13,934,1.7K
2309,Lucid Paths,ETH,207.91,null,-100.00%,0.02,595,1.0K
2310,DJENERATES - CLUB EDITION,ETH,206.97,null,1833.33%,0.03,1.8K,10.0K
2311,STONEYs by Satoshi's Mom,ETH,206.87,345.47%,-54.97%,0.03,832,2.2K
2312,Alto city,ETH,206.73,null,161.50%,0.02,951,4.3K
2313,SoulZ Monogatari,ETH,206.6,34.13%,-80.29%,0.06,4.3K,7.8K
2314,Byteosaurus,ETH,206.46,-13.77%,-11.01%,0.01,2.2K,9.7K
